product,recommendation,product_support,recommendation_support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'rolls/buns'}),frozenset({'bottled water'}),0.1405672009864365,0.08425811755034936,0.020715166461159062,0.1473684210526316,1.7490115532734278,0.008871238716720313,1.0740182571940347,0.4982919997267201
frozenset({'root vegetables'}),frozenset({'bottled water'}),0.08606658446362515,0.08425811755034936,0.012988080558980682,0.15090735434574976,1.7910126493815082,0.005736272168087482,1.0784946579581374,0.48324817094414124
frozenset({'bottled water'}),frozenset({'root vegetables'}),0.08425811755034936,0.08606658446362515,0.012988080558980682,0.15414634146341463,1.7910126493815082,0.005736272168087482,1.080486448586833,0.48229382087584943
frozenset({'sausage'}),frozenset({'bottled water'}),0.07373612823674476,0.08425811755034936,0.010275380189066995,0.13935340022296544,1.6538869402071947,0.004062512828387721,1.064016150981006,0.42683706070287547
frozenset({'bottled water'}),frozenset({'sausage'}),0.08425811755034936,0.07373612823674476,0.010275380189066995,0.12195121951219513,1.6538869402071947,0.004062512828387721,1.054911631730374,0.431741472172352
frozenset({'soda'}),frozenset({'bottled water'}),0.13218249075215782,0.08425811755034936,0.024743115495273325,0.18718905472636818,2.2216144885329454,0.013605667651380045,1.1266357666251248,0.6336319495779438
frozenset({'bottled water'}),frozenset({'soda'}),0.08425811755034936,0.13218249075215782,0.024743115495273325,0.2936585365853659,2.2216144885329454,0.013605667651380045,1.2286090427887268,0.6004714983567643
frozenset({'tropical fruit'}),frozenset({'bottled water'}),0.08286066584463625,0.08425811755034936,0.015289765721331689,0.18452380952380953,2.189982578397213,0.008308081998294109,1.1229535492813234,0.5924676248384494
frozenset({'bottled water'}),frozenset({'tropical fruit'}),0.08425811755034936,0.08286066584463625,0.015289765721331689,0.18146341463414636,2.189982578397213,0.008308081998294109,1.1204622377940976,0.593371749580124
frozenset({'whole milk'}),frozenset({'bottled water'}),0.1958898479243732,0.08425811755034936,0.028853267570900124,0.1472933277381452,1.7481203238385723,0.012347957737568228,1.0739236741523215,0.5322119061640632
frozenset({'bottled water'}),frozenset({'whole milk'}),0.08425811755034936,0.1958898479243732,0.028853267570900124,0.34243902439024393,1.7481203238385723,0.012347957737568228,1.2228678128746553,0.46733365045752845
frozenset({'yogurt'}),frozenset({'bottled water'}),0.1092478421701603,0.08425811755034936,0.019071105630908344,0.1745673438675696,2.0718163299014485,0.009866088103212965,1.109408351664162,0.5807807786306183
frozenset({'bottled water'}),frozenset({'yogurt'}),0.08425811755034936,0.1092478421701603,0.019071105630908344,0.22634146341463418,2.071816329901448,0.009866088103212965,1.1513505192630338,0.5649318238098187
frozenset({'other vegetables'}),frozenset({'brown bread'}),0.15076037813399096,0.05113029182079737,0.015454171804356761,0.1025081788440567,2.0048424367169613,0.007745749675352045,1.0572460782507032,0.5901840566607011
frozenset({'brown bread'}),frozenset({'other vegetables'}),0.05113029182079737,0.15076037813399096,0.015454171804356761,0.3022508038585209,2.004842436716961,0.007745749675352045,1.2171130064531281,0.5282154976489389
frozenset({'brown bread'}),frozenset({'rolls/buns'}),0.05113029182079737,0.1405672009864365,0.011015207562679818,0.21543408360128616,1.5326056298302024,0.003827965555810645,1.0954245921853207,0.3662425117762138
frozenset({'rolls/buns'}),frozenset({'brown bread'}),0.1405672009864365,0.05113029182079737,0.011015207562679818,0.0783625730994152,1.5326056298302024,0.003827965555810645,1.029547716361952,0.4043555536521125
frozenset({'brown bread'}),frozenset({'soda'}),0.05113029182079737,0.13218249075215782,0.011097410604192354,0.2170418006430868,1.6419860104621586,0.004338881278434676,1.108382937889441,0.41204963084890317
frozenset({'soda'}),frozenset({'brown bread'}),0.13218249075215782,0.05113029182079737,0.011097410604192354,0.08395522388059702,1.6419860104621589,0.004338881278434676,1.035833327055097,0.45053413743382487
frozenset({'whole milk'}),frozenset({'brown bread'}),0.1958898479243732,0.05113029182079737,0.021290587751746814,0.10868652958455728,2.1256778655886484,0.011274682662641995,1.06457463022177,0.658568768260038
frozenset({'brown bread'}),frozenset({'whole milk'}),0.05113029182079737,0.1958898479243732,0.021290587751746814,0.41639871382636656,2.1256778655886484,0.011274682662641995,1.3778416379918454,0.5580975215385681
frozenset({'yogurt'}),frozenset({'brown bread'}),0.1092478421701603,0.05113029182079737,0.01183723797780518,0.10835214446952596,2.119138002366211,0.00625136392685247,1.064175394236422,0.5928809831426111
frozenset({'brown bread'}),frozenset({'yogurt'}),0.05113029182079737,0.1092478421701603,0.01183723797780518,0.23151125401929262,2.119138002366211,0.00625136392685247,1.1590959041216744,0.5565674723497647
frozenset({'burgers'}),frozenset({'chocolate'}),0.0521167283189478,0.13168927250308263,0.011015207562679818,0.2113564668769716,1.6049634329328084,0.004151993525116779,1.1010180024660914,0.39765745032533967
frozenset({'chocolate'}),frozenset({'burgers'}),0.13168927250308263,0.0521167283189478,0.011015207562679818,0.08364544319600498,1.6049634329328084,0.004151993525116779,1.034406676589268,0.4340990305501744
frozenset({'burgers'}),frozenset({'eggs'}),0.0521167283189478,0.10431565967940813,0.01816687217427045,0.3485804416403786,3.341592649767696,0.012730281279346918,1.3749730551168409,0.7392698258599384
frozenset({'eggs'}),frozenset({'burgers'}),0.10431565967940813,0.0521167283189478,0.01816687217427045,0.17415287628053588,3.3415926497676955,0.012730281279346918,1.1477708700031062,0.7823531903442502
frozenset({'burgers'}),frozenset({'french fries'}),0.0521167283189478,0.09609535552815454,0.013810110974106041,0.2649842271293375,2.7575133644383154,0.008801935437332513,1.229775846770708,0.6723975948891394
frozenset({'french fries'}),frozenset({'burgers'}),0.09609535552815454,0.0521167283189478,0.013810110974106041,0.1437125748502994,2.757513364438316,0.008801935437332513,1.106968576019131,0.7051124651388383
frozenset({'green tea'}),frozenset({'burgers'}),0.07685984381422113,0.0521167283189478,0.011097410604192354,0.14438502673796788,2.770416167614163,0.007091727005489831,1.1078385737772296,0.6922495959895781
frozenset({'burgers'}),frozenset({'green tea'}),0.0521167283189478,0.07685984381422113,0.011097410604192354,0.21293375394321765,2.770416167614163,0.007091727005489831,1.172887493029627,0.6741794261523686
frozenset({'burgers'}),frozenset({'milk'}),0.0521167283189478,0.07751746814632142,0.01117961364570489,0.21451104100946372,2.7672606721952557,0.007139656818350367,1.1744054722795827,0.6737451983655313
frozenset({'milk'}),frozenset({'burgers'}),0.07751746814632142,0.0521167283189478,0.01117961364570489,0.144220572640509,2.7672606721952557,0.007139656818350367,1.1076256817784786,0.6922969062870202
frozenset({'mineral water'}),frozenset({'burgers'}),0.1399095766543362,0.0521167283189478,0.015618577887381833,0.11163337250293773,2.141987344634444,0.008326948491668791,1.0669955875668988,0.6198695151335282
frozenset({'burgers'}),frozenset({'mineral water'}),0.0521167283189478,0.1399095766543362,0.015618577887381833,0.2996845425867508,2.141987344634444,0.008326948491668791,1.228147136038628,0.5624572662251415
frozenset({'burgers'}),frozenset({'spaghetti'}),0.0521167283189478,0.10357583230579531,0.01364570489108097,0.2618296529968454,2.5279029592909716,0.008247671378390938,1.2143865861498413,0.6376472850033382
frozenset({'spaghetti'}),frozenset({'burgers'}),0.10357583230579531,0.0521167283189478,0.01364570489108097,0.13174603174603175,2.527902959290972,0.008247671378390938,1.0917119948063307,0.6742513382277391
frozenset({'butter'}),frozenset({'chocolate'}),0.061816687217427044,0.13168927250308263,0.011590628853267572,0.18750000000000003,1.423806179775281,0.003450034285053997,1.068690126150052,0.31726978007535267
frozenset({'chocolate'}),frozenset({'butter'}),0.13168927250308263,0.061816687217427044,0.011590628853267572,0.08801498127340823,1.4238061797752808,0.003450034285053997,1.0287266715110759,0.3428003408122692
frozenset({'butter'}),frozenset({'other vegetables'}),0.061816687217427044,0.15076037813399096,0.017180435676120015,0.2779255319148936,1.8434918733613308,0.007860928536230069,1.176110857538193,0.4876991192365626
frozenset({'other vegetables'}),frozenset({'butter'}),0.15076037813399096,0.061816687217427044,0.017180435676120015,0.11395856052344601,1.8434918733613308,0.007860928536230069,1.0588481203958393,0.5387774705107821
frozenset({'butter'}),frozenset({'rolls/buns'}),0.061816687217427044,0.1405672009864365,0.012001644060830251,0.19414893617021278,1.3811823441582682,0.0033122453644225044,1.06649086610264,0.29416706975583007
frozenset({'rolls/buns'}),frozenset({'butter'}),0.1405672009864365,0.061816687217427044,0.012001644060830251,0.08538011695906433,1.3811823441582682,0.0033122453644225044,1.025763084947698,0.32112183329730165
frozenset({'root vegetables'}),frozenset({'butter'}),0.08606658446362515,0.061816687217427044,0.011261816687217426,0.13085004775549186,2.1167431262573917,0.005941465555557244,1.0794262950366527,0.5772588148632519
frozenset({'butter'}),frozenset({'root vegetables'}),0.061816687217427044,0.08606658446362515,0.011261816687217426,0.18218085106382978,2.1167431262573917,0.005941465555557244,1.117525086964803,0.5623379920835568
frozenset({'whole milk'}),frozenset({'butter'}),0.1958898479243732,0.061816687217427044,0.02383888203863543,0.12169534200587495,1.968648717422166,0.011729620580425102,1.0681752672531635,0.6119029321977735
frozenset({'butter'}),frozenset({'whole milk'}),0.061816687217427044,0.1958898479243732,0.02383888203863543,0.38563829787234044,1.968648717422166,0.011729620580425102,1.308854619828726,0.52445759070872
frozenset({'yogurt'}),frozenset({'butter'}),0.1092478421701603,0.061816687217427044,0.012659268392930538,0.11587659894657637,1.8745197156716775,0.005905928704318903,1.0611452107983315,0.5237483999942472
frozenset({'butter'}),frozenset({'yogurt'}),0.061816687217427044,0.1092478421701603,0.012659268392930538,0.2047872340425532,1.8745197156716775,0.005905928704318903,1.1201431817525744,0.4972695752508247
frozenset({'cake'}),frozenset({'eggs'}),0.04808877928483354,0.10431565967940813,0.012083847102342787,0.2512820512820513,2.4088622173728558,0.00706743436806792,1.1962907285103794,0.6144126044200063
frozenset({'eggs'}),frozenset({'cake'}),0.10431565967940813,0.04808877928483354,0.012083847102342787,0.11583924349881798,2.408862217372856,0.00706743436806792,1.0766268619318595,0.6529825586622314
frozenset({'cake'}),frozenset({'french fries'}),0.04808877928483354,0.09609535552815454,0.011097410604192354,0.23076923076923075,2.401460814634467,0.006476302261901322,1.175076037813399,0.6130685089234312
frozenset({'french fries'}),frozenset({'cake'}),0.09609535552815454,0.04808877928483354,0.011097410604192354,0.11548331907613343,2.401460814634467,0.006476302261901322,1.0761936334777849,0.6456287134715654
frozenset({'cake'}),frozenset({'mineral water'}),0.04808877928483354,0.1399095766543362,0.017180435676120015,0.3572649572649573,2.553541836150532,0.010452354924555141,1.3381726001521632,0.6391216500979249
frozenset({'mineral water'}),frozenset({'cake'}),0.1399095766543362,0.04808877928483354,0.017180435676120015,0.12279670975323148,2.5535418361505315,0.010452354924555141,1.085166039957946,0.7073524522731502
frozenset({'cake'}),frozenset({'spaghetti'}),0.04808877928483354,0.10357583230579531,0.011590628853267572,0.24102564102564106,2.327045177045177,0.00660979351427125,1.1810994101376346,0.5990794840701136
frozenset({'spaghetti'}),frozenset({'cake'}),0.10357583230579531,0.04808877928483354,0.011590628853267572,0.11190476190476191,2.327045177045177,0.00660979351427125,1.0718571386068898,0.6361614328777548
frozenset({'soda'}),frozenset({'canned beer'}),0.13218249075215782,0.043485408960131526,0.012001644060830251,0.09079601990049752,2.0879651835341253,0.006253634393103865,1.0520351999946023,0.600431318050349
frozenset({'canned beer'}),frozenset({'soda'}),0.043485408960131526,0.13218249075215782,0.012001644060830251,0.27599243856332706,2.0879651835341257,0.006253634393103865,1.1986304501099438,0.5447536459829438
frozenset({'chicken'}),frozenset({'chocolate'}),0.06929716399506781,0.13168927250308263,0.012330456226880395,0.17793594306049823,1.351180241779626,0.0032047631138431027,1.05625677240967,0.27925808161102267
frozenset({'chocolate'}),frozenset({'chicken'}),0.13168927250308263,0.06929716399506781,0.012330456226880395,0.09363295880149812,1.351180241779626,0.0032047631138431027,1.0268498231955243,0.29932405566600384
frozenset({'chicken'}),frozenset({'eggs'}),0.06929716399506781,0.10431565967940813,0.010439786272092067,0.15065243179122184,1.444197661733817,0.0032110068960344382,1.0545557247070656,0.33047498633418043
frozenset({'eggs'}),frozenset({'chicken'}),0.10431565967940813,0.06929716399506781,0.010439786272092067,0.10007880220646179,1.444197661733817,0.0032110068960344382,1.0342048151403318,0.3433955392139859
frozenset({'chicken'}),frozenset({'frozen vegetables'}),0.06929716399506781,0.09453349773941636,0.012001644060830251,0.17319098457888496,1.8320594151322918,0.005450740764954543,1.0951338040253544,0.48798193842512944
frozenset({'frozen vegetables'}),frozenset({'chicken'}),0.09453349773941636,0.06929716399506781,0.012001644060830251,0.12695652173913044,1.8320594151322918,0.005450740764954543,1.0660440850654103,0.5015825244529565
frozenset({'chicken'}),frozenset({'milk'}),0.06929716399506781,0.07751746814632142,0.010028771064529388,0.14472123368920523,1.86694995528015,0.004657030361911307,1.0785752764946617,0.4989422884794148
frozenset({'milk'}),frozenset({'chicken'}),0.07751746814632142,0.06929716399506781,0.010028771064529388,0.12937433722163308,1.86694995528015,0.004657030361911307,1.0690045972626687,0.5033883969135567
frozenset({'mineral water'}),frozenset({'chicken'}),0.1399095766543362,0.06929716399506781,0.01570078092889437,0.11222091656874265,1.619415717744667,0.0060054440509983206,1.0483495876111149,0.4447129325826785
frozenset({'chicken'}),frozenset({'mineral water'}),0.06929716399506781,0.1399095766543362,0.01570078092889437,0.2265717674970344,1.619415717744667,0.0060054440509983206,1.1120494277306665,0.4109725678866424
frozenset({'chicken'}),frozenset({'other vegetables'}),0.06929716399506781,0.15076037813399096,0.016358405260994656,0.23606168446026096,1.5658071927257768,0.005911138613485049,1.111659939802866,0.3882568646092146
frozenset({'other vegetables'}),frozenset({'chicken'}),0.15076037813399096,0.06929716399506781,0.016358405260994656,0.10850599781897491,1.5658071927257768,0.005911138613485049,1.043981040509508,0.42550036018831944
frozenset({'root vegetables'}),frozenset({'chicken'}),0.08606658446362515,0.06929716399506781,0.010110974106041924,0.1174785100286533,1.6952859721216695,0.004146803887970735,1.0545950966419524,0.4487515301488687
frozenset({'chicken'}),frozenset({'root vegetables'}),0.06929716399506781,0.08606658446362515,0.010110974106041924,0.14590747330960854,1.6952859721216695,0.004146803887970735,1.0700637073571722,0.44066591699303315
frozenset({'chicken'}),frozenset({'spaghetti'}),0.06929716399506781,0.10357583230579531,0.01183723797780518,0.1708185053380783,1.6492119979664464,0.0046597265405848385,1.0810952408672596,0.4229597244303127
frozenset({'spaghetti'}),frozenset({'chicken'}),0.10357583230579531,0.06929716399506781,0.01183723797780518,0.1142857142857143,1.6492119979664466,0.0046597265405848385,1.0507935245216977,0.439133425034388
frozenset({'whole milk'}),frozenset({'chicken'}),0.1958898479243732,0.06929716399506781,0.016769420468557335,0.08560637851447754,1.235351832299667,0.003194809551973151,1.0178360983018602,0.23692526489229915
frozenset({'chicken'}),frozenset({'whole milk'}),0.06929716399506781,0.1958898479243732,0.016769420468557335,0.24199288256227758,1.235351832299667,0.003194809551973151,1.0608213743345125,0.20469907623886857
frozenset({'chocolate'}),frozenset({'eggs'}),0.13168927250308263,0.10431565967940813,0.02235922729140978,0.16978776529338324,1.627634487623331,0.008621973957549375,1.0788618896192392,0.44409384031942795
frozenset({'eggs'}),frozenset({'chocolate'}),0.10431565967940813,0.13168927250308263,0.02235922729140978,0.21434200157604413,1.6276344876233313,0.008621973957549375,1.1052019189504394,0.4305215891422648
frozenset({'chocolate'}),frozenset({'escalope'}),0.13168927250308263,0.042252363337443484,0.011344019728729964,0.08614232209737828,2.0387574869933984,0.0057798367392861115,1.0480271270036992,0.5867774718150723
frozenset({'escalope'}),frozenset({'chocolate'}),0.042252363337443484,0.13168927250308263,0.011344019728729964,0.2684824902723736,2.0387574869933984,0.0057798367392861115,1.1869992391846158,0.5319826997496017
frozenset({'french fries'}),frozenset({'chocolate'}),0.09609535552815454,0.13168927250308263,0.022934648581997535,0.23866552609067582,1.8123384050518545,0.010279921121569785,1.1405115061167377,0.49587826658374307
frozenset({'chocolate'}),frozenset({'french fries'}),0.13168927250308263,0.09609535552815454,0.022934648581997535,0.1741573033707865,1.8123384050518543,0.010279921121569785,1.0945239912652278,0.516205379092572
frozenset({'frozen vegetables'}),frozenset({'chocolate'}),0.09453349773941636,0.13168927250308263,0.017427044800657623,0.18434782608695652,1.3998697280573196,0.004977997256182077,1.0645600603640246,0.31547032776916545
frozenset({'chocolate'}),frozenset({'frozen vegetables'}),0.13168927250308263,0.09453349773941636,0.017427044800657623,0.13233458177278398,1.3998697280573194,0.004977997256182077,1.0435664292240683,0.3289695787538916
frozenset({'green tea'}),frozenset({'chocolate'}),0.07685984381422113,0.13168927250308263,0.016193999177969584,0.21069518716577537,1.5999419175228822,0.006072382261374248,1.100095569389726,0.40619759436968583
frozenset({'chocolate'}),frozenset({'green tea'}),0.13168927250308263,0.07685984381422113,0.016193999177969584,0.12297128589263419,1.5999419175228822,0.006072382261374248,1.0525768898289094,0.4318469170473892
frozenset({'chocolate'}),frozenset({'ground beef'}),0.13168927250308263,0.059186189889025895,0.015125359638306617,0.11485642946317103,1.9405950894714938,0.007331173349591493,1.0628940224243868,0.5582035735895187
frozenset({'ground beef'}),frozenset({'chocolate'}),0.059186189889025895,0.13168927250308263,0.015125359638306617,0.25555555555555554,1.9405950894714936,0.007331173349591493,1.1663875443988443,0.5151860504872072
frozenset({'chocolate'}),frozenset({'milk'}),0.13168927250308263,0.07751746814632142,0.020715166461159062,0.15730337078651682,2.029263526636243,0.010506947474689114,1.0946792711330318,0.5841346478949432
frozenset({'milk'}),frozenset({'chocolate'}),0.07751746814632142,0.13168927250308263,0.020715166461159062,0.26723223753976666,2.029263526636243,0.010506947474689114,1.1849739739936225,0.5498319627262773
frozenset({'mineral water'}),frozenset({'chocolate'}),0.1399095766543362,0.13168927250308263,0.03460748047677764,0.2473560517038778,1.8783310667775739,0.016182890110953835,1.1536806074939527,0.5436782890416019
frozenset({'chocolate'}),frozenset({'mineral water'}),0.13168927250308263,0.1399095766543362,0.03460748047677764,0.26279650436953805,1.8783310667775737,0.016182890110953835,1.1666933600336606,0.5385312826131099
frozenset({'olive oil'}),frozenset({'chocolate'}),0.03921085080147965,0.13168927250308263,0.01117961364570489,0.2851153039832285,2.1650609693857517,0.006015965229431121,1.2146164721877701,0.5600804746950114
frozenset({'chocolate'}),frozenset({'olive oil'}),0.13168927250308263,0.03921085080147965,0.01117961364570489,0.08489388264669162,2.1650609693857517,0.006015965229431121,1.0499210211569097,0.6197311926758775
frozenset({'other vegetables'}),frozenset({'chocolate'}),0.15076037813399096,0.13168927250308263,0.01487875051376901,0.09869138495092694,0.7494261535131249,-0.004974774004985905,0.9633889136293688,-0.2824907122251752
frozenset({'chocolate'}),frozenset({'other vegetables'}),0.13168927250308263,0.15076037813399096,0.01487875051376901,0.11298377028714106,0.7494261535131248,-0.004974774004985905,0.957411593405592,-0.2780111521215542
frozenset({'chocolate'}),frozenset({'pancakes'}),0.13168927250308263,0.05589806822852446,0.012905877517468146,0.09800249687890136,1.7532358448997574,0.0055447015781260834,1.04667909667675,0.4947837994779276
frozenset({'pancakes'}),frozenset({'chocolate'}),0.05589806822852446,0.13168927250308263,0.012905877517468146,0.23088235294117646,1.7532358448997574,0.0055447015781260834,1.1289699707416898,0.45506323673359594
frozenset({'chocolate'}),frozenset({'rolls/buns'}),0.13168927250308263,0.1405672009864365,0.01364570489108097,0.10362047440699125,0.7371596907374554,-0.004865487544617452,0.9587822729942401,-0.29109904717548674
frozenset({'rolls/buns'}),frozenset({'chocolate'}),0.1405672009864365,0.13168927250308263,0.01364570489108097,0.09707602339181287,0.7371596907374554,-0.004865487544617452,0.9616653782511196,-0.2932243561550116
frozenset({'shrimp'}),frozenset({'chocolate'}),0.04282778462803124,0.13168927250308263,0.011590628853267572,0.2706333973128599,2.0550906855873534,0.005950669052683433,1.1904997079628787,0.5363752311481761
frozenset({'chocolate'}),frozenset({'shrimp'}),0.13168927250308263,0.04282778462803124,0.011590628853267572,0.08801498127340823,2.0550906855873534,0.005950669052683433,1.0495481786624872,0.5912669877392182
frozenset({'chocolate'}),frozenset({'soda'}),0.13168927250308263,0.13218249075215782,0.015289765721331689,0.11610486891385767,0.8783679915031584,-0.002117250323465422,0.9818104871575163,-0.1375416804943189
frozenset({'soda'}),frozenset({'chocolate'}),0.13218249075215782,0.13168927250308263,0.015289765721331689,0.11567164179104478,0.8783679915031583,-0.002117250323465422,0.9818872361568518,-0.137609094358715
frozenset({'chocolate'}),frozenset({'spaghetti'}),0.13168927250308263,0.10357583230579531,0.025565145910398684,0.19413233458177276,1.8743014684025918,0.011925319905147216,1.1123714303997798,0.53721310172954
frozenset({'spaghetti'}),frozenset({'chocolate'}),0.10357583230579531,0.13168927250308263,0.025565145910398684,0.24682539682539684,1.8743014684025918,0.011925319905147216,1.1528677730728303,0.520365153009549
frozenset({'whole milk'}),frozenset({'chocolate'}),0.1958898479243732,0.13168927250308263,0.019893136046033703,0.10155266470835082,0.7711536617834505,-0.005903455517866495,0.9664570124358497,-0.2695675248697886
frozenset({'chocolate'}),frozenset({'whole milk'}),0.13168927250308263,0.1958898479243732,0.019893136046033703,0.15106117353308363,0.7711536617834505,-0.005903455517866495,0.9471944585479074,-0.2547131359038009
frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.06543362104397862,0.15076037813399096,0.024167694204685574,0.36934673366834175,2.449892592734666,0.014302896753419088,1.3466030657476957,0.6332550083979409
frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.15076037813399096,0.06543362104397862,0.024167694204685574,0.1603053435114504,2.449892592734666,0.014302896753419088,1.1129835967567163,0.6968808624989054
frozenset({'citrus fruit'}),frozenset({'pip fruit'}),0.06543362104397862,0.059186189889025895,0.011261816687217426,0.1721105527638191,2.90795121440536,0.007389049966981947,1.1364002926378383,0.7020531564575974
frozenset({'pip fruit'}),frozenset({'citrus fruit'}),0.059186189889025895,0.06543362104397862,0.011261816687217426,0.19027777777777777,2.9079512144053603,0.007389049966981947,1.1541814628616387,0.6973912045230601
frozenset({'citrus fruit'}),frozenset({'rolls/buns'}),0.06543362104397862,0.1405672009864365,0.014303329223181258,0.21859296482412063,1.5550780216873845,0.005105508262621995,1.0998529067762002,0.38193696713082476
frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.1405672009864365,0.06543362104397862,0.014303329223181258,0.10175438596491229,1.5550780216873845,0.005105508262621995,1.040435226572133,0.4153267699005592
